date,hospital,total_beds,occupied_beds,occupancy_rate,elderly_patients_pct
2024-01-17,SGH,1119,677,0.812,0.299
2024-01-17,NUH,1144,1296,0.922,0.488
2024-01-17,TTSH,1289,1115,0.779,0.382
2024-01-17,CGH,982,682,0.946,0.52
2024-01-17,KTPH,1287,789,0.707,0.414
2024-01-17,AH,1463,770,0.747,0.349
2024-01-17,IMH,1369,941,0.909,0.277
2024-01-17,KKH,1281,539,0.862,0.468
2024-01-18,SGH,1384,800,0.802,0.262
2024-01-18,NUH,1250,707,0.929,0.351
2024-01-18,TTSH,935,1199,0.896,0.429
2024-01-18,CGH,1133,618,0.836,0.466
2024-01-18,KTPH,1415,812,0.745,0.311
2024-01-18,AH,885,761,0.95,0.371
2024-01-18,IMH,796,871,0.85,0.283
2024-01-18,KKH,1203,1352,0.95,0.403
2024-01-19,SGH,1363,508,0.95,0.398
2024-01-19,NUH,1173,739,0.912,0.471
2024-01-19,TTSH,516,893,0.737,0.319
2024-01-19,CGH,557,526,0.512,0.393
2024-01-19,KTPH,1343,1418,0.95,0.531
2024-01-19,AH,582,907,0.81,0.406
2024-01-19,IMH,1143,705,0.711,0.36
2024-01-19,KKH,1447,590,0.745,0.329
2024-01-20,SGH,671,903,0.851,0.601
2024-01-20,NUH,565,502,0.786,0.33
2024-01-20,TTSH,532,817,0.95,0.192
2024-01-20,CGH,1227,429,0.742,0.274
2024-01-20,KTPH,1127,721,0.95,0.391
2024-01-20,AH,1119,794,0.587,0.525
2024-01-20,IMH,1342,891,0.95,0.321
2024-01-20,KKH,965,511,0.833,0.333
2024-01-21,SGH,641,1217,0.95,0.339
2024-01-21,NUH,581,479,0.904,0.508
2024-01-21,TTSH,605,525,0.882,0.303
2024-01-21,CGH,944,918,0.95,0.371
2024-01-21,KTPH,814,385,0.615,0.296
2024-01-21,AH,1352,841,0.601,0.321
2024-01-21,IMH,865,823,0.807,0.331
2024-01-21,KKH,1188,722,0.633,0.233
2024-01-22,SGH,918,490,0.79,0.366
2024-01-22,NUH,652,658,0.926,0.288
2024-01-22,TTSH,1469,850,0.808,0.455
2024-01-22,CGH,1029,1276,0.95,0.368
2024-01-22,KTPH,1138,632,0.582,0.639
2024-01-22,AH,1194,921,0.887,0.237
2024-01-22,IMH,1033,1126,0.784,0.226
2024-01-22,KKH,1107,589,0.95,0.233
2024-01-23,SGH,807,1359,0.95,0.342
2024-01-23,NUH,825,1090,0.95,0.21
2024-01-23,TTSH,749,866,0.582,0.405
2024-01-23,CGH,1298,1095,0.94,0.378
2024-01-23,KTPH,1337,781,0.615,0.395
2024-01-23,AH,1282,865,0.88,0.304
2024-01-23,IMH,1339,826,0.95,0.383
2024-01-23,KKH,1145,490,0.691,0.436
2024-01-24,SGH,902,983,0.864,0.433
2024-01-24,NUH,1021,990,0.886,0.2
2024-01-24,TTSH,645,591,0.908,0.431
2024-01-24,CGH,1353,555,0.82,0.319
2024-01-24,KTPH,1160,549,0.737,0.116
2024-01-24,AH,1011,818,0.641,0.36
2024-01-24,IMH,612,654,0.871,0.311
2024-01-24,KKH,596,579,0.832,0.472
2024-01-25,SGH,1076,663,0.835,0.538
2024-01-25,NUH,511,1195,0.843,0.324
2024-01-25,TTSH,1297,820,0.812,0.305
2024-01-25,CGH,665,881,0.736,0.355
2024-01-25,KTPH,688,496,0.802,0.402
2024-01-25,AH,1388,1156,0.841,0.419
2024-01-25,IMH,659,724,0.95,0.345
2024-01-25,KKH,851,991,0.95,0.432
2024-01-26,SGH,980,958,0.676,0.569
2024-01-26,NUH,644,633,0.745,0.214
2024-01-26,TTSH,624,931,0.723,0.258
2024-01-26,CGH,997,567,0.871,0.308
2024-01-26,KTPH,949,584,0.814,0.3
2024-01-26,AH,927,315,0.542,0.425
2024-01-26,IMH,1026,759,0.841,0.402
2024-01-26,KKH,1210,998,0.854,0.32
2024-01-27,SGH,1195,588,0.77,0.232
2024-01-27,NUH,872,636,0.645,0.145
2024-01-27,TTSH,522,450,0.747,0.374
2024-01-27,CGH,1215,714,0.95,0.436
2024-01-27,KTPH,1282,467,0.58,0.335
2024-01-27,AH,568,978,0.815,0.402
2024-01-27,IMH,982,590,0.837,0.342
2024-01-27,KKH,911,1273,0.95,0.231
2024-01-28,SGH,1390,1133,0.807,0.445
2024-01-28,NUH,1163,571,0.616,0.321
2024-01-28,TTSH,608,884,0.899,0.335
2024-01-28,CGH,934,494,0.95,0.221
2024-01-28,KTPH,572,800,0.845,0.432
2024-01-28,AH,1076,675,0.803,0.443
2024-01-28,IMH,925,1032,0.86,0.41
2024-01-28,KKH,904,587,0.776,0.409
2024-01-29,SGH,1363,483,0.95,0.228
2024-01-29,NUH,1487,893,0.795,0.378
2024-01-29,TTSH,604,466,0.696,0.385
2024-01-29,CGH,798,527,0.787,0.389
2024-01-29,KTPH,1491,438,0.621,0.311
2024-01-29,AH,1253,746,0.933,0.281
2024-01-29,IMH,1462,1294,0.95,0.367
2024-01-29,KKH,1153,759,0.521,0.348
2024-01-30,SGH,1076,564,0.669,0.533
2024-01-30,NUH,993,554,0.756,0.238
2024-01-30,TTSH,766,665,0.59,0.476
2024-01-30,CGH,833,1033,0.731,0.295
2024-01-30,KTPH,1498,692,0.929,0.232
2024-01-30,AH,710,535,0.618,0.246
2024-01-30,IMH,554,1151,0.95,0.357
2024-01-30,KKH,803,599,0.95,0.401
2024-01-31,SGH,697,386,0.709,0.381
2024-01-31,NUH,1189,406,0.777,0.444
2024-01-31,TTSH,585,1281,0.95,0.194
2024-01-31,CGH,1394,677,0.744,0.422
2024-01-31,KTPH,1287,584,0.698,0.317
2024-01-31,AH,1162,689,0.798,0.362
2024-01-31,IMH,648,532,0.787,0.194
2024-01-31,KKH,1284,412,0.6,0.15
2024-02-01,SGH,1273,622,0.95,0.297
2024-02-01,NUH,1184,426,0.61,0.169
2024-02-01,TTSH,676,900,0.95,0.322
2024-02-01,CGH,1206,718,0.892,0.265
2024-02-01,KTPH,766,677,0.95,0.461
2024-02-01,AH,566,627,0.585,0.32
2024-02-01,IMH,710,1246,0.838,0.359
2024-02-01,KKH,542,1054,0.935,0.285
2024-02-02,SGH,953,772,0.656,0.211
2024-02-02,NUH,744,1159,0.95,0.393
2024-02-02,TTSH,657,729,0.807,0.418
2024-02-02,CGH,1260,1178,0.84,0.324
2024-02-02,KTPH,1380,547,0.708,0.256
2024-02-02,AH,1346,364,0.682,0.555
2024-02-02,IMH,1089,996,0.896,0.42
2024-02-02,KKH,738,426,0.833,0.371
2024-02-03,SGH,867,1031,0.82,0.265
2024-02-03,NUH,874,581,0.736,0.273
2024-02-03,TTSH,1457,703,0.95,0.39
2024-02-03,CGH,775,397,0.668,0.268
2024-02-03,KTPH,1353,952,0.689,0.155
2024-02-03,AH,731,751,0.543,0.433
2024-02-03,IMH,1380,912,0.796,0.323
2024-02-03,KKH,631,526,0.632,0.414
2024-02-04,SGH,997,618,0.833,0.212
2024-02-04,NUH,915,759,0.745,0.368
2024-02-04,TTSH,605,391,0.5,0.429
2024-02-04,CGH,552,885,0.652,0.574
2024-02-04,KTPH,741,434,0.82,0.407
2024-02-04,AH,1450,434,0.778,0.385
2024-02-04,IMH,1189,932,0.687,0.401
2024-02-04,KKH,850,958,0.659,0.295
2024-02-05,SGH,859,502,0.605,0.195
2024-02-05,NUH,711,1130,0.95,0.32
2024-02-05,TTSH,809,951,0.809,0.32
2024-02-05,CGH,955,895,0.95,0.195
2024-02-05,KTPH,602,1006,0.897,0.309
2024-02-05,AH,733,903,0.827,0.344
2024-02-05,IMH,948,534,0.868,0.265
2024-02-05,KKH,1475,1037,0.795,0.303
2024-02-06,SGH,1231,959,0.834,0.279
2024-02-06,NUH,1174,568,0.726,0.289
2024-02-06,TTSH,1205,1205,0.95,0.39
2024-02-06,CGH,1289,770,0.704,0.198
2024-02-06,KTPH,816,522,0.719,0.48
2024-02-06,AH,786,659,0.653,0.552
2024-02-06,IMH,957,564,0.95,0.193
2024-02-06,KKH,522,1062,0.846,0.372
2024-02-07,SGH,1354,586,0.907,0.289
2024-02-07,NUH,794,588,0.95,0.337
2024-02-07,TTSH,1422,1420,0.95,0.323
2024-02-07,CGH,730,683,0.907,0.452
2024-02-07,KTPH,729,983,0.95,0.283
2024-02-07,AH,608,1200,0.93,0.448
2024-02-07,IMH,1366,833,0.95,0.525
2024-02-07,KKH,584,711,0.697,0.259
2024-02-08,SGH,761,1111,0.796,0.187
2024-02-08,NUH,1200,832,0.875,0.275
2024-02-08,TTSH,1201,923,0.696,0.496
2024-02-08,CGH,736,1403,0.95,0.293
2024-02-08,KTPH,947,1165,0.866,0.387
2024-02-08,AH,1385,308,0.575,0.269
2024-02-08,IMH,1398,820,0.95,0.557
2024-02-08,KKH,578,927,0.95,0.302
2024-02-09,SGH,586,806,0.768,0.427
2024-02-09,NUH,1409,539,0.5,0.435
2024-02-09,TTSH,1439,815,0.66,0.286
2024-02-09,CGH,666,534,0.682,0.369
2024-02-09,KTPH,655,529,0.707,0.19
2024-02-09,AH,832,1163,0.88,0.397
2024-02-09,IMH,702,584,0.95,0.391
2024-02-09,KKH,871,1196,0.95,0.292
2024-02-10,SGH,1113,486,0.95,0.422
2024-02-10,NUH,719,439,0.855,0.466
2024-02-10,TTSH,850,599,0.95,0.504
2024-02-10,CGH,1405,393,0.545,0.245
2024-02-10,KTPH,1320,514,0.784,0.511
2024-02-10,AH,611,825,0.698,0.184
2024-02-10,IMH,1392,765,0.95,0.549
2024-02-10,KKH,819,590,0.572,0.283
2024-02-11,SGH,1391,1043,0.905,0.315
2024-02-11,NUH,531,605,0.883,0.147
2024-02-11,TTSH,1182,729,0.611,0.227
2024-02-11,CGH,1424,1192,0.95,0.38
2024-02-11,KTPH,1082,865,0.737,0.237
2024-02-11,AH,1027,945,0.95,0.276
2024-02-11,IMH,1221,783,0.894,0.44
2024-02-11,KKH,1003,635,0.619,0.27
2024-02-12,SGH,1190,950,0.756,0.468
2024-02-12,NUH,922,918,0.95,0.216
2024-02-12,TTSH,780,949,0.729,0.472
2024-02-12,CGH,1420,402,0.569,0.314
2024-02-12,KTPH,682,810,0.879,0.457
2024-02-12,AH,1123,885,0.831,0.472
2024-02-12,IMH,1138,700,0.621,0.364
2024-02-12,KKH,648,657,0.55,0.339
2024-02-13,SGH,1362,635,0.728,0.315
2024-02-13,NUH,938,1217,0.95,0.178
2024-02-13,TTSH,1490,1049,0.867,0.365
2024-02-13,CGH,751,829,0.726,0.488
2024-02-13,KTPH,873,886,0.865,0.412
2024-02-13,AH,589,1331,0.95,-0.055
2024-02-13,IMH,741,944,0.95,0.271
2024-02-13,KKH,1008,581,0.735,0.232
2024-02-14,SGH,1320,820,0.95,0.565
2024-02-14,NUH,1080,501,0.816,0.149
2024-02-14,TTSH,1309,539,0.729,0.439
2024-02-14,CGH,1448,356,0.693,0.437
2024-02-14,KTPH,878,523,0.792,0.271
2024-02-14,AH,572,657,0.944,0.383
2024-02-14,IMH,1201,633,0.885,0.375
2024-02-14,KKH,922,545,0.666,0.29
2024-02-15,SGH,1491,660,0.723,0.189
2024-02-15,NUH,1036,873,0.95,0.293
2024-02-15,TTSH,1057,1352,0.919,0.481
2024-02-15,CGH,1364,690,0.588,0.317
2024-02-15,KTPH,635,914,0.95,0.219
2024-02-15,AH,500,1132,0.943,0.385
2024-02-15,IMH,1305,926,0.95,0.198
2024-02-15,KKH,531,701,0.5,0.304
2024-02-16,SGH,1246,1013,0.811,0.477
2024-02-16,NUH,1370,842,0.776,0.322
2024-02-16,TTSH,878,662,0.815,0.345
2024-02-16,CGH,578,914,0.95,0.166
2024-02-16,KTPH,765,1085,0.931,0.363
2024-02-16,AH,735,739,0.632,0.258
2024-02-16,IMH,1293,1049,0.943,0.415
2024-02-16,KKH,1318,1084,0.95,0.377
2024-02-17,SGH,644,877,0.738,0.295
2024-02-17,NUH,686,516,0.618,0.319
2024-02-17,TTSH,1136,760,0.521,0.458
2024-02-17,CGH,849,451,0.775,0.372
2024-02-17,KTPH,857,814,0.928,0.291
2024-02-17,AH,1201,547,0.745,0.374
2024-02-17,IMH,1304,570,0.686,0.404
2024-02-17,KKH,782,1076,0.791,0.343
2024-02-18,SGH,954,663,0.571,0.597
2024-02-18,NUH,1361,1053,0.95,0.419
2024-02-18,TTSH,1323,860,0.95,0.179
2024-02-18,CGH,1238,789,0.683,0.287
2024-02-18,KTPH,1342,1136,0.95,0.494
2024-02-18,AH,949,1383,0.927,0.221
2024-02-18,IMH,1215,1228,0.95,0.361
2024-02-18,KKH,1095,1353,0.922,0.429
2024-02-19,SGH,974,1032,0.924,0.303
2024-02-19,NUH,986,1121,0.758,0.311
2024-02-19,TTSH,1285,494,0.95,0.273
2024-02-19,CGH,615,689,0.756,0.434
2024-02-19,KTPH,1316,1265,0.95,0.326
2024-02-19,AH,1375,1181,0.901,0.411
2024-02-19,IMH,1364,906,0.95,0.307
2024-02-19,KKH,565,675,0.758,0.325
2024-02-20,SGH,862,911,0.73,0.353
2024-02-20,NUH,1164,983,0.902,0.441
2024-02-20,TTSH,654,1339,0.95,0.449
2024-02-20,CGH,1347,984,0.853,0.411
2024-02-20,KTPH,522,648,0.794,0.241
2024-02-20,AH,728,1104,0.95,0.451
2024-02-20,IMH,675,778,0.95,0.439
2024-02-20,KKH,1252,911,0.788,0.204
2024-02-21,SGH,1326,659,0.95,0.438
2024-02-21,NUH,1022,574,0.95,0.319
2024-02-21,TTSH,923,720,0.743,0.446
2024-02-21,CGH,1433,1020,0.95,0.38
2024-02-21,KTPH,983,950,0.665,0.36
2024-02-21,AH,1333,944,0.777,0.287
2024-02-21,IMH,1443,379,0.633,0.386
2024-02-21,KKH,974,866,0.828,0.264
2024-02-22,SGH,1499,765,0.803,0.376
2024-02-22,NUH,1226,515,0.925,0.316
2024-02-22,TTSH,901,1100,0.821,0.497
2024-02-22,CGH,1018,494,0.71,0.358
2024-02-22,KTPH,1164,1229,0.82,0.364
2024-02-22,AH,1113,712,0.855,0.334
2024-02-22,IMH,818,680,0.764,0.447
2024-02-22,KKH,787,1235,0.941,0.317
2024-02-23,SGH,512,938,0.907,0.505
2024-02-23,NUH,569,429,0.526,0.398
2024-02-23,TTSH,716,848,0.894,0.369
2024-02-23,CGH,759,970,0.791,0.381
2024-02-23,KTPH,1041,943,0.857,0.333
2024-02-23,AH,1368,903,0.846,0.364
2024-02-23,IMH,1247,894,0.95,0.393
2024-02-23,KKH,836,786,0.802,0.484
2024-02-24,SGH,1183,603,0.795,0.466
2024-02-24,NUH,788,596,0.712,0.383
2024-02-24,TTSH,1301,856,0.88,0.172
2024-02-24,CGH,1203,482,0.74,0.366
2024-02-24,KTPH,687,576,0.5,0.349
2024-02-24,AH,1035,883,0.692,0.387
2024-02-24,IMH,1245,526,0.663,0.356
2024-02-24,KKH,875,438,0.667,0.425
2024-02-25,SGH,574,835,0.95,0.324
2024-02-25,NUH,1285,510,0.841,0.44
2024-02-25,TTSH,753,828,0.569,0.39
2024-02-25,CGH,1457,559,0.631,0.466
2024-02-25,KTPH,1010,893,0.843,0.302
2024-02-25,AH,810,1376,0.928,0.308
2024-02-25,IMH,1171,861,0.95,0.362
2024-02-25,KKH,1379,613,0.745,0.239
2024-02-26,SGH,1170,554,0.792,0.486
2024-02-26,NUH,787,789,0.716,0.347
2024-02-26,TTSH,551,1321,0.934,0.31
2024-02-26,CGH,704,397,0.774,0.45
2024-02-26,KTPH,965,762,0.95,0.388
2024-02-26,AH,567,707,0.95,0.402
2024-02-26,IMH,851,1160,0.894,0.361
2024-02-26,KKH,567,535,0.78,0.435
2024-02-27,SGH,850,335,0.553,0.553
2024-02-27,NUH,829,858,0.81,0.306
2024-02-27,TTSH,946,836,0.808,0.286
2024-02-27,CGH,1375,1008,0.69,0.388
2024-02-27,KTPH,1168,554,0.95,0.34
2024-02-27,AH,571,538,0.746,0.306
2024-02-27,IMH,840,754,0.704,0.358
2024-02-27,KKH,1464,898,0.612,0.413
2024-02-28,SGH,529,818,0.793,0.424
2024-02-28,NUH,1434,1388,0.95,0.219
2024-02-28,TTSH,694,633,0.95,0.277
2024-02-28,CGH,981,617,0.831,0.424
2024-02-28,KTPH,670,918,0.907,0.346
2024-02-28,AH,1285,519,0.95,0.317
2024-02-28,IMH,1267,843,0.931,0.225
2024-02-28,KKH,897,631,0.797,0.387
2024-02-29,SGH,1138,1314,0.95,0.164
2024-02-29,NUH,1270,863,0.842,0.392
2024-02-29,TTSH,958,766,0.912,0.508
2024-02-29,CGH,753,1266,0.854,0.154
2024-02-29,KTPH,654,877,0.891,0.509
2024-02-29,AH,566,639,0.614,0.376
2024-02-29,IMH,789,666,0.639,0.378
2024-02-29,KKH,1438,669,0.95,0.309
2024-03-01,SGH,983,566,0.678,0.377
2024-03-01,NUH,1285,900,0.675,0.274
2024-03-01,TTSH,956,1229,0.936,0.423
2024-03-01,CGH,852,1420,0.95,0.354
2024-03-01,KTPH,1037,1149,0.776,0.248
2024-03-01,AH,1084,494,0.805,0.487
2024-03-01,IMH,1279,742,0.732,0.423
2024-03-01,KKH,1394,932,0.689,0.152
2024-03-02,SGH,1099,1125,0.847,0.325
2024-03-02,NUH,539,434,0.637,0.354
2024-03-02,TTSH,618,836,0.95,0.469
2024-03-02,CGH,648,511,0.83,0.206
2024-03-02,KTPH,1276,1262,0.843,0.567
2024-03-02,AH,874,643,0.615,0.31
2024-03-02,IMH,524,466,0.522,0.394
2024-03-02,KKH,722,1030,0.756,0.407
2024-03-03,SGH,756,576,0.5,0.29
2024-03-03,NUH,943,553,0.604,0.446
2024-03-03,TTSH,840,759,0.58,0.452
2024-03-03,CGH,1186,417,0.697,0.348
2024-03-03,KTPH,1132,971,0.817,0.293
2024-03-03,AH,718,972,0.692,0.269
2024-03-03,IMH,1385,869,0.801,0.425
2024-03-03,KKH,1414,1058,0.95,0.241
2024-03-04,SGH,1329,718,0.833,0.327
2024-03-04,NUH,1079,649,0.95,0.277
2024-03-04,TTSH,1134,356,0.664,0.316
2024-03-04,CGH,1405,746,0.933,0.279
2024-03-04,KTPH,1093,877,0.821,0.36
2024-03-04,AH,568,619,0.734,0.22
2024-03-04,IMH,1124,862,0.694,0.294
2024-03-04,KKH,1498,728,0.58,0.346
2024-03-05,SGH,1218,352,0.508,0.425
2024-03-05,NUH,741,737,0.722,0.278
2024-03-05,TTSH,630,730,0.95,0.209
2024-03-05,CGH,1024,498,0.646,0.231
2024-03-05,KTPH,1484,1058,0.811,0.408
2024-03-05,AH,1067,445,0.545,0.211
2024-03-05,IMH,998,672,0.938,0.464
2024-03-05,KKH,1403,614,0.697,0.596
2024-03-06,SGH,1126,781,0.835,0.318
2024-03-06,NUH,1286,402,0.641,0.335
2024-03-06,TTSH,1191,1261,0.879,0.502
2024-03-06,CGH,1005,1087,0.95,0.209
2024-03-06,KTPH,1215,780,0.769,0.414
2024-03-06,AH,1426,1360,0.95,0.328
2024-03-06,IMH,1147,1063,0.902,0.233
2024-03-06,KKH,1167,870,0.693,0.38
2024-03-07,SGH,1491,626,0.777,0.439
2024-03-07,NUH,1425,1217,0.838,0.216
2024-03-07,TTSH,1061,385,0.621,0.554
2024-03-07,CGH,940,349,0.651,0.38
2024-03-07,KTPH,566,381,0.74,0.209
2024-03-07,AH,996,653,0.5,0.332
2024-03-07,IMH,1407,744,0.5,0.387
2024-03-07,KKH,1327,600,0.729,0.203
2024-03-08,SGH,1028,1062,0.797,0.371
2024-03-08,NUH,731,1058,0.726,0.328
2024-03-08,TTSH,1114,712,0.919,0.418
2024-03-08,CGH,1443,738,0.95,0.367
2024-03-08,KTPH,714,788,0.841,0.166
2024-03-08,AH,874,949,0.95,0.301
2024-03-08,IMH,820,336,0.661,0.477
2024-03-08,KKH,955,732,0.943,0.191
2024-03-09,SGH,606,647,0.728,0.389
2024-03-09,NUH,1163,1347,0.918,0.284
2024-03-09,TTSH,550,762,0.546,0.509
2024-03-09,CGH,759,345,0.5,0.284
2024-03-09,KTPH,1257,653,0.583,0.449
2024-03-09,AH,1133,700,0.695,0.328
2024-03-09,IMH,1078,967,0.697,0.379
2024-03-09,KKH,1285,962,0.697,0.449
2024-03-10,SGH,651,562,0.665,0.27
2024-03-10,NUH,878,748,0.5,0.451
2024-03-10,TTSH,583,458,0.663,0.395
2024-03-10,CGH,605,830,0.816,0.499
2024-03-10,KTPH,856,449,0.5,0.242
2024-03-10,AH,1200,367,0.641,0.21
2024-03-10,IMH,1013,596,0.768,0.343
2024-03-10,KKH,567,411,0.502,0.389
2024-03-11,SGH,1093,887,0.701,0.374
2024-03-11,NUH,551,551,0.818,0.227
2024-03-11,TTSH,562,802,0.637,0.32
2024-03-11,CGH,530,1276,0.95,0.35
2024-03-11,KTPH,710,815,0.558,0.466
2024-03-11,AH,1003,980,0.687,0.556
2024-03-11,IMH,668,831,0.813,0.3
2024-03-11,KKH,596,538,0.834,0.241
2024-03-12,SGH,1210,654,0.628,0.233
2024-03-12,NUH,787,534,0.839,0.295
2024-03-12,TTSH,721,607,0.732,0.234
2024-03-12,CGH,626,708,0.927,0.206
2024-03-12,KTPH,1483,802,0.589,0.384
2024-03-12,AH,1499,394,0.549,0.261
2024-03-12,IMH,840,695,0.731,0.295
2024-03-12,KKH,1490,799,0.822,0.325
2024-03-13,SGH,1364,994,0.772,0.32
2024-03-13,NUH,620,981,0.706,0.413
2024-03-13,TTSH,1323,851,0.803,0.185
2024-03-13,CGH,564,576,0.804,0.425
2024-03-13,KTPH,691,454,0.661,0.388
2024-03-13,AH,952,837,0.95,0.406
2024-03-13,IMH,708,826,0.79,0.182
2024-03-13,KKH,535,518,0.539,0.449
2024-03-14,SGH,562,953,0.71,0.386
2024-03-14,NUH,548,899,0.777,0.254
2024-03-14,TTSH,608,787,0.775,0.345
2024-03-14,CGH,814,581,0.733,0.232
2024-03-14,KTPH,980,890,0.727,0.476
2024-03-14,AH,587,833,0.873,0.219
2024-03-14,IMH,1251,737,0.512,0.39
2024-03-14,KKH,741,600,0.5,0.33
2024-03-15,SGH,877,753,0.85,0.299
2024-03-15,NUH,515,581,0.73,0.371
2024-03-15,TTSH,1279,546,0.751,0.328
2024-03-15,CGH,949,313,0.587,0.461
2024-03-15,KTPH,519,780,0.664,0.441
2024-03-15,AH,741,533,0.724,0.197
2024-03-15,IMH,1144,388,0.624,0.296
2024-03-15,KKH,1385,298,0.597,0.269
2024-03-16,SGH,711,423,0.723,0.24
2024-03-16,NUH,1296,507,0.854,0.467
2024-03-16,TTSH,1143,1289,0.883,0.236
2024-03-16,CGH,1203,590,0.618,0.225
2024-03-16,KTPH,791,495,0.64,0.4
2024-03-16,AH,554,620,0.576,0.419
2024-03-16,IMH,1223,543,0.789,0.407
2024-03-16,KKH,1066,442,0.571,0.312
2024-03-17,SGH,926,1359,0.933,0.375
2024-03-17,NUH,1450,441,0.52,0.5
2024-03-17,TTSH,1312,1042,0.748,0.362
2024-03-17,CGH,1169,915,0.639,0.432
2024-03-17,KTPH,1498,815,0.709,0.227
2024-03-17,AH,549,305,0.523,0.101
2024-03-17,IMH,1449,775,0.95,0.214
2024-03-17,KKH,632,849,0.765,0.449
2024-03-18,SGH,1298,467,0.757,0.326
2024-03-18,NUH,1052,796,0.673,0.298
2024-03-18,TTSH,1344,903,0.729,0.316
2024-03-18,CGH,1184,792,0.95,0.44
2024-03-18,KTPH,1391,1187,0.914,0.505
2024-03-18,AH,768,878,0.646,0.183
2024-03-18,IMH,1234,366,0.706,0.159
2024-03-18,KKH,904,409,0.666,0.508
2024-03-19,SGH,1432,787,0.895,0.208
2024-03-19,NUH,1301,821,0.783,0.447
2024-03-19,TTSH,886,1273,0.871,0.236
2024-03-19,CGH,1197,1130,0.947,0.296
2024-03-19,KTPH,1217,885,0.768,0.285
2024-03-19,AH,1312,640,0.5,0.455
2024-03-19,IMH,1064,339,0.5,0.433
2024-03-19,KKH,758,633,0.853,0.405
2024-03-20,SGH,1131,553,0.625,0.283
2024-03-20,NUH,1083,903,0.759,0.362
2024-03-20,TTSH,1165,788,0.558,0.508
2024-03-20,CGH,1386,581,0.665,0.53
2024-03-20,KTPH,1395,251,0.5,0.394
2024-03-20,AH,541,254,0.5,0.289
2024-03-20,IMH,1108,1222,0.95,0.247
2024-03-20,KKH,1149,850,0.617,0.254
2024-03-21,SGH,520,977,0.653,0.373
2024-03-21,NUH,1421,616,0.807,0.415
2024-03-21,TTSH,572,382,0.589,0.272
2024-03-21,CGH,729,943,0.772,0.431
2024-03-21,KTPH,896,394,0.677,0.349
2024-03-21,AH,1233,1395,0.95,0.381
2024-03-21,IMH,730,792,0.877,0.41
2024-03-21,KKH,1269,460,0.663,0.499
2024-03-22,SGH,1419,864,0.598,0.174
2024-03-22,NUH,1499,1203,0.847,0.251
2024-03-22,TTSH,1448,376,0.571,0.311
2024-03-22,CGH,1045,436,0.502,0.353
2024-03-22,KTPH,1136,1045,0.847,0.388
2024-03-22,AH,1465,1035,0.863,0.356
2024-03-22,IMH,1131,990,0.735,0.361
2024-03-22,KKH,1266,653,0.824,0.216
2024-03-23,SGH,1141,866,0.847,0.318
2024-03-23,NUH,827,532,0.59,0.397
2024-03-23,TTSH,662,664,0.627,0.292
2024-03-23,CGH,1145,624,0.846,0.335
2024-03-23,KTPH,622,884,0.856,0.312
2024-03-23,AH,799,655,0.583,0.419
2024-03-23,IMH,727,1029,0.95,0.405
2024-03-23,KKH,1083,652,0.61,0.309
2024-03-24,SGH,1027,486,0.848,0.258
2024-03-24,NUH,542,433,0.789,0.289
2024-03-24,TTSH,1295,792,0.603,0.347
2024-03-24,CGH,1402,350,0.5,0.265
2024-03-24,KTPH,1257,330,0.57,0.337
2024-03-24,AH,703,300,0.573,0.355
2024-03-24,IMH,991,390,0.528,0.39
2024-03-24,KKH,1128,845,0.701,0.299
2024-03-25,SGH,1213,579,0.706,0.31
2024-03-25,NUH,970,960,0.673,0.218
2024-03-25,TTSH,821,814,0.761,0.353
2024-03-25,CGH,584,1358,0.95,0.399
2024-03-25,KTPH,788,811,0.759,0.305
2024-03-25,AH,849,600,0.859,0.137
2024-03-25,IMH,1463,988,0.708,0.286
2024-03-25,KKH,852,904,0.759,0.342
2024-03-26,SGH,727,544,0.845,0.435
2024-03-26,NUH,784,829,0.931,0.471
2024-03-26,TTSH,1431,723,0.5,0.373
2024-03-26,CGH,723,503,0.809,0.166
2024-03-26,KTPH,626,767,0.62,0.241
2024-03-26,AH,502,626,0.799,0.473
2024-03-26,IMH,976,671,0.673,0.454
2024-03-26,KKH,1169,982,0.846,0.267
2024-03-27,SGH,745,548,0.684,0.314
2024-03-27,NUH,1028,408,0.743,0.329
2024-03-27,TTSH,1317,743,0.655,0.527
2024-03-27,CGH,1017,918,0.814,0.352
2024-03-27,KTPH,1472,1036,0.717,0.602
2024-03-27,AH,526,754,0.624,0.444
2024-03-27,IMH,596,821,0.548,0.284
2024-03-27,KKH,685,1135,0.95,0.332
2024-03-28,SGH,528,478,0.796,0.237
2024-03-28,NUH,616,824,0.74,0.252
2024-03-28,TTSH,1175,922,0.625,0.373
2024-03-28,CGH,1386,590,0.777,0.35
2024-03-28,KTPH,505,654,0.745,0.362
2024-03-28,AH,1156,578,0.95,0.215
2024-03-28,IMH,671,1013,0.847,0.367
2024-03-28,KKH,1207,1177,0.807,0.304
2024-03-29,SGH,1267,823,0.78,0.282
2024-03-29,NUH,705,686,0.534,0.378
2024-03-29,TTSH,573,406,0.742,0.406
2024-03-29,CGH,1410,364,0.537,0.576
2024-03-29,KTPH,1396,701,0.5,0.311
2024-03-29,AH,1018,306,0.519,0.359
2024-03-29,IMH,889,1038,0.697,0.264
2024-03-29,KKH,977,679,0.5,0.405
2024-03-30,SGH,1072,521,0.842,0.391
2024-03-30,NUH,1032,1298,0.929,0.284
