date,polyclinic,total_attendance,elderly_attendance,chronic_disease_consultations,medication_refills
2024-01-16,Ang Mo Kio,201,79,59,130
2024-01-16,Bedok,234,61,60,133
2024-01-16,Bukit Batok,273,113,59,187
2024-01-16,Clementi,228,72,53,129
2024-01-16,Geylang,261,109,74,143
2024-01-16,Hougang,216,114,50,132
2024-01-16,Jurong,131,42,30,64
2024-01-16,Kallang,266,84,76,164
2024-01-16,Marine Parade,201,110,27,116
2024-01-16,Pasir Ris,145,29,27,87
2024-01-16,Punggol,163,79,39,92
2024-01-16,Queenstown,183,71,41,94
2024-01-16,Sembawang,249,84,57,160
2024-01-16,Sengkang,215,66,61,140
2024-01-16,Tampines,208,74,47,120
2024-01-16,Toa Payoh,138,54,40,94
2024-01-16,Woodlands,180,91,62,102
2024-01-16,Yishun,234,40,43,142
2024-01-17,Ang Mo Kio,149,89,41,103
2024-01-17,Bedok,198,59,44,123
2024-01-17,Bukit Batok,168,78,47,100
2024-01-17,Clementi,108,61,25,94
2024-01-17,Geylang,232,87,63,92
2024-01-17,Hougang,251,164,36,143
2024-01-17,Jurong,194,94,68,123
2024-01-17,Kallang,307,128,83,194
2024-01-17,Marine Parade,261,93,75,124
2024-01-17,Pasir Ris,185,62,47,105
2024-01-17,Punggol,256,79,41,118
2024-01-17,Queenstown,249,75,67,142
2024-01-17,Sembawang,241,90,93,190
2024-01-17,Sengkang,184,65,74,90
2024-01-17,Tampines,197,79,49,83
2024-01-17,Toa Payoh,224,67,72,101
2024-01-17,Woodlands,202,36,28,104
2024-01-17,Yishun,165,90,40,120
2024-01-18,Ang Mo Kio,181,83,38,94
2024-01-18,Bedok,108,46,28,73
2024-01-18,Bukit Batok,210,126,54,146
2024-01-18,Clementi,183,56,52,108
2024-01-18,Geylang,241,104,50,170
2024-01-18,Hougang,156,72,48,87
2024-01-18,Jurong,257,113,75,132
2024-01-18,Kallang,210,54,70,83
2024-01-18,Marine Parade,182,55,51,144
2024-01-18,Pasir Ris,232,161,42,109
2024-01-18,Punggol,155,63,30,81
2024-01-18,Queenstown,231,63,44,129
2024-01-18,Sembawang,184,92,37,97
2024-01-18,Sengkang,229,109,73,148
2024-01-18,Tampines,206,94,48,117
2024-01-18,Toa Payoh,111,54,28,75
2024-01-18,Woodlands,59,23,12,44
2024-01-18,Yishun,230,97,52,147
2024-01-19,Ang Mo Kio,153,59,33,126
2024-01-19,Bedok,273,138,47,187
2024-01-19,Bukit Batok,209,109,55,125
2024-01-19,Clementi,211,46,44,134
2024-01-19,Geylang,256,88,63,112
2024-01-19,Hougang,272,139,76,174
2024-01-19,Jurong,277,88,56,195
2024-01-19,Kallang,249,69,55,191
2024-01-19,Marine Parade,220,105,42,146
2024-01-19,Pasir Ris,129,26,36,95
2024-01-19,Punggol,187,64,62,108
2024-01-19,Queenstown,196,111,45,104
2024-01-19,Sembawang,240,78,58,112
2024-01-19,Sengkang,209,85,62,143
2024-01-19,Tampines,227,99,55,150
2024-01-19,Toa Payoh,144,23,44,96
2024-01-19,Woodlands,193,97,41,102
2024-01-19,Yishun,157,71,26,82
2024-01-20,Ang Mo Kio,150,41,32,56
2024-01-20,Bedok,161,53,31,75
2024-01-20,Bukit Batok,125,30,43,45
2024-01-20,Clementi,124,50,26,77
2024-01-20,Geylang,112,61,21,40
2024-01-20,Hougang,94,41,22,63
2024-01-20,Jurong,157,52,35,88
2024-01-20,Kallang,205,96,70,140
2024-01-20,Marine Parade,137,40,35,81
2024-01-20,Pasir Ris,136,51,20,98
2024-01-20,Punggol,138,35,37,70
2024-01-20,Queenstown,159,77,47,92
2024-01-20,Sembawang,125,42,26,74
2024-01-20,Sengkang,132,41,25,77
2024-01-20,Tampines,124,35,36,96
2024-01-20,Toa Payoh,173,56,42,130
2024-01-20,Woodlands,98,46,17,75
2024-01-20,Yishun,124,77,41,73
2024-01-21,Ang Mo Kio,114,47,27,63
2024-01-21,Bedok,81,28,15,53
2024-01-21,Bukit Batok,174,82,46,89
2024-01-21,Clementi,147,70,32,89
2024-01-21,Geylang,134,75,39,88
2024-01-21,Hougang,79,32,19,46
2024-01-21,Jurong,85,24,20,60
2024-01-21,Kallang,119,42,40,67
2024-01-21,Marine Parade,135,52,24,88
2024-01-21,Pasir Ris,117,46,31,92
2024-01-21,Punggol,93,45,27,49
2024-01-21,Queenstown,160,90,33,99
2024-01-21,Sembawang,154,69,44,94
2024-01-21,Sengkang,157,48,40,86
2024-01-21,Tampines,96,33,25,61
2024-01-21,Toa Payoh,95,29,27,61
2024-01-21,Woodlands,171,91,47,95
2024-01-21,Yishun,144,81,55,93
2024-01-22,Ang Mo Kio,226,106,56,161
2024-01-22,Bedok,250,108,58,111
2024-01-22,Bukit Batok,236,99,50,114
2024-01-22,Clementi,233,55,61,159
2024-01-22,Geylang,227,81,42,149
2024-01-22,Hougang,260,89,71,197
2024-01-22,Jurong,216,77,65,113
2024-01-22,Kallang,135,64,31,76
2024-01-22,Marine Parade,168,59,53,128
2024-01-22,Pasir Ris,289,147,78,132
2024-01-22,Punggol,190,116,43,142
2024-01-22,Queenstown,202,26,56,146
2024-01-22,Sembawang,197,103,32,90
2024-01-22,Sengkang,210,94,66,139
2024-01-22,Tampines,140,58,39,57
2024-01-22,Toa Payoh,197,72,42,128
2024-01-22,Woodlands,142,62,39,100
2024-01-22,Yishun,143,35,37,81
2024-01-23,Ang Mo Kio,345,153,87,201
2024-01-23,Bedok,139,63,34,82
2024-01-23,Bukit Batok,204,86,33,139
2024-01-23,Clementi,157,60,49,122
2024-01-23,Geylang,114,45,30,51
2024-01-23,Hougang,240,98,62,121
2024-01-23,Jurong,220,106,56,120
2024-01-23,Kallang,178,75,44,122
2024-01-23,Marine Parade,175,48,46,96
2024-01-23,Pasir Ris,239,95,67,119
2024-01-23,Punggol,207,68,39,106
2024-01-23,Queenstown,172,90,38,81
2024-01-23,Sembawang,206,83,46,120
2024-01-23,Sengkang,248,115,69,119
2024-01-23,Tampines,344,173,94,166
2024-01-23,Toa Payoh,247,86,59,106
2024-01-23,Woodlands,137,60,41,91
2024-01-23,Yishun,232,91,53,145
2024-01-24,Ang Mo Kio,241,96,74,139
2024-01-24,Bedok,150,59,38,88
2024-01-24,Bukit Batok,264,126,47,198
2024-01-24,Clementi,62,38,14,36
2024-01-24,Geylang,196,85,48,114
2024-01-24,Hougang,265,120,53,178
2024-01-24,Jurong,226,78,65,132
2024-01-24,Kallang,188,70,24,102
2024-01-24,Marine Parade,235,93,43,163
2024-01-24,Pasir Ris,185,51,66,91
2024-01-24,Punggol,243,78,62,123
2024-01-24,Queenstown,138,62,37,98
2024-01-24,Sembawang,198,123,52,130
2024-01-24,Sengkang,132,44,36,78
2024-01-24,Tampines,209,66,53,127
2024-01-24,Toa Payoh,140,64,23,86
2024-01-24,Woodlands,288,134,81,146
2024-01-24,Yishun,288,154,59,159
2024-01-25,Ang Mo Kio,262,151,48,130
2024-01-25,Bedok,192,35,48,137
2024-01-25,Bukit Batok,128,52,28,97
2024-01-25,Clementi,171,94,37,115
2024-01-25,Geylang,212,81,44,134
2024-01-25,Hougang,177,58,57,115
2024-01-25,Jurong,232,83,55,133
2024-01-25,Kallang,216,100,53,112
2024-01-25,Marine Parade,238,95,42,91
2024-01-25,Pasir Ris,214,67,58,111
2024-01-25,Punggol,206,74,69,143
2024-01-25,Queenstown,267,107,77,162
2024-01-25,Sembawang,273,107,49,109
2024-01-25,Sengkang,283,126,78,211
2024-01-25,Tampines,117,42,27,78
2024-01-25,Toa Payoh,165,46,31,117
2024-01-25,Woodlands,162,55,45,85
2024-01-25,Yishun,114,27,28,74
2024-01-26,Ang Mo Kio,189,83,32,84
2024-01-26,Bedok,312,163,89,166
2024-01-26,Bukit Batok,188,75,59,120
2024-01-26,Clementi,226,86,65,142
2024-01-26,Geylang,202,65,49,99
2024-01-26,Hougang,197,80,25,113
2024-01-26,Jurong,141,63,39,78
2024-01-26,Kallang,227,104,54,171
2024-01-26,Marine Parade,163,89,38,84
2024-01-26,Pasir Ris,182,52,52,80
2024-01-26,Punggol,269,82,78,162
2024-01-26,Queenstown,213,72,57,130
2024-01-26,Sembawang,127,38,28,66
2024-01-26,Sengkang,262,104,55,144
2024-01-26,Tampines,174,64,34,90
2024-01-26,Toa Payoh,238,99,57,142
2024-01-26,Woodlands,197,74,54,126
2024-01-26,Yishun,121,46,21,80
2024-01-27,Ang Mo Kio,166,56,40,64
2024-01-27,Bedok,174,81,53,130
2024-01-27,Bukit Batok,97,47,31,43
2024-01-27,Clementi,134,48,39,48
2024-01-27,Geylang,203,78,60,120
2024-01-27,Hougang,157,26,36,107
2024-01-27,Jurong,150,35,37,77
2024-01-27,Kallang,108,26,30,76
2024-01-27,Marine Parade,214,54,61,146
2024-01-27,Pasir Ris,119,36,23,65
2024-01-27,Punggol,147,78,44,64
2024-01-27,Queenstown,112,59,23,66
2024-01-27,Sembawang,80,41,12,34
2024-01-27,Sengkang,176,104,41,104
2024-01-27,Tampines,171,73,39,94
2024-01-27,Toa Payoh,85,35,20,47
2024-01-27,Woodlands,104,32,29,71
2024-01-27,Yishun,128,45,26,88
2024-01-28,Ang Mo Kio,141,61,37,80
2024-01-28,Bedok,99,29,30,52
2024-01-28,Bukit Batok,125,35,23,65
2024-01-28,Clementi,199,92,44,140
2024-01-28,Geylang,134,71,48,94
2024-01-28,Hougang,143,67,35,59
2024-01-28,Jurong,117,35,25,91
2024-01-28,Kallang,179,79,52,73
2024-01-28,Marine Parade,165,81,22,111
2024-01-28,Pasir Ris,90,18,28,44
2024-01-28,Punggol,114,56,26,66
2024-01-28,Queenstown,132,57,31,80
2024-01-28,Sembawang,122,53,32,96
2024-01-28,Sengkang,126,48,33,87
2024-01-28,Tampines,101,41,12,57
2024-01-28,Toa Payoh,177,57,45,96
2024-01-28,Woodlands,109,54,21,68
2024-01-28,Yishun,150,47,38,75
2024-01-29,Ang Mo Kio,226,60,52,129
2024-01-29,Bedok,255,105,75,167
2024-01-29,Bukit Batok,227,83,68,128
2024-01-29,Clementi,113,42,30,49
2024-01-29,Geylang,155,42,44,118
2024-01-29,Hougang,189,85,52,142
2024-01-29,Jurong,167,63,38,101
2024-01-29,Kallang,325,131,67,157
2024-01-29,Marine Parade,262,82,74,139
2024-01-29,Pasir Ris,136,62,29,87
2024-01-29,Punggol,224,101,52,149
2024-01-29,Queenstown,153,23,43,94
2024-01-29,Sembawang,169,42,25,102
2024-01-29,Sengkang,282,108,65,168
2024-01-29,Tampines,308,146,62,185
2024-01-29,Toa Payoh,216,63,62,111
2024-01-29,Woodlands,124,50,30,74
2024-01-29,Yishun,161,54,49,103
2024-01-30,Ang Mo Kio,152,31,31,93
2024-01-30,Bedok,168,55,37,99
2024-01-30,Bukit Batok,239,95,60,138
2024-01-30,Clementi,175,85,50,140
2024-01-30,Geylang,230,80,47,159
2024-01-30,Hougang,159,76,33,100
2024-01-30,Jurong,147,70,27,92
2024-01-30,Kallang,190,77,43,106
2024-01-30,Marine Parade,207,62,41,116
2024-01-30,Pasir Ris,180,53,53,101
2024-01-30,Punggol,188,50,66,158
2024-01-30,Queenstown,160,83,39,121
2024-01-30,Sembawang,216,88,27,110
2024-01-30,Sengkang,201,84,38,105
2024-01-30,Tampines,227,59,58,164
2024-01-30,Toa Payoh,219,94,32,113
2024-01-30,Woodlands,302,102,94,162
2024-01-30,Yishun,186,83,47,118
2024-01-31,Ang Mo Kio,159,45,32,86
2024-01-31,Bedok,188,94,47,121
2024-01-31,Bukit Batok,207,59,51,126
2024-01-31,Clementi,237,69,35,146
2024-01-31,Geylang,217,82,54,149
2024-01-31,Hougang,177,65,44,84
2024-01-31,Jurong,192,75,63,109
2024-01-31,Kallang,210,103,43,154
2024-01-31,Marine Parade,288,114,64,219
2024-01-31,Pasir Ris,239,97,76,174
2024-01-31,Punggol,183,77,51,110
2024-01-31,Queenstown,130,39,23,84
2024-01-31,Sembawang,140,58,47,103
2024-01-31,Sengkang,108,29,22,52
2024-01-31,Tampines,117,46,33,81
2024-01-31,Toa Payoh,176,65,47,103
2024-01-31,Woodlands,240,106,55,99
2024-01-31,Yishun,274,90,73,111
2024-02-01,Ang Mo Kio,199,81,51,179
2024-02-01,Bedok,168,80,46,89
2024-02-01,Bukit Batok,240,92,70,191
2024-02-01,Clementi,207,76,62,153
2024-02-01,Geylang,155,54,43,90
2024-02-01,Hougang,152,69,43,86
2024-02-01,Jurong,203,69,39,111
2024-02-01,Kallang,203,51,46,123
2024-02-01,Marine Parade,259,95,48,149
2024-02-01,Pasir Ris,171,77,39,56
2024-02-01,Punggol,384,159,97,171
2024-02-01,Queenstown,126,49,33,84
2024-02-01,Sembawang,211,59,26,124
2024-02-01,Sengkang,173,47,50,76
2024-02-01,Tampines,230,59,59,159
2024-02-01,Toa Payoh,183,104,63,114
2024-02-01,Woodlands,227,114,62,146
2024-02-01,Yishun,173,40,31,145
2024-02-02,Ang Mo Kio,216,81,67,113
2024-02-02,Bedok,229,93,62,129
2024-02-02,Bukit Batok,151,47,31,90
2024-02-02,Clementi,122,33,31,71
2024-02-02,Geylang,209,82,78,128
2024-02-02,Hougang,181,74,54,107
2024-02-02,Jurong,234,102,55,142
2024-02-02,Kallang,279,118,55,158
2024-02-02,Marine Parade,94,38,29,43
2024-02-02,Pasir Ris,207,103,63,150
2024-02-02,Punggol,106,47,18,53
2024-02-02,Queenstown,241,100,69,122
2024-02-02,Sembawang,273,127,80,134
2024-02-02,Sengkang,258,95,56,170
2024-02-02,Tampines,229,72,80,178
2024-02-02,Toa Payoh,230,101,61,102
2024-02-02,Woodlands,205,84,45,116
2024-02-02,Yishun,80,23,23,61
2024-02-03,Ang Mo Kio,106,44,32,58
2024-02-03,Bedok,163,64,50,76
2024-02-03,Bukit Batok,101,43,25,60
2024-02-03,Clementi,160,49,29,87
2024-02-03,Geylang,126,46,39,85
2024-02-03,Hougang,158,66,36,81
2024-02-03,Jurong,98,32,24,47
2024-02-03,Kallang,145,55,33,103
2024-02-03,Marine Parade,53,19,7,33
2024-02-03,Pasir Ris,166,43,31,71
2024-02-03,Punggol,142,51,33,79
2024-02-03,Queenstown,105,53,27,50
2024-02-03,Sembawang,115,35,36,77
2024-02-03,Sengkang,135,77,43,77
2024-02-03,Tampines,125,45,25,96
2024-02-03,Toa Payoh,104,50,29,59
2024-02-03,Woodlands,203,49,49,111
2024-02-03,Yishun,173,75,28,125
2024-02-04,Ang Mo Kio,156,46,36,73
2024-02-04,Bedok,134,55,31,74
2024-02-04,Bukit Batok,83,35,12,50
2024-02-04,Clementi,77,31,19,49
2024-02-04,Geylang,170,85,28,101
2024-02-04,Hougang,210,86,43,124
2024-02-04,Jurong,126,35,36,82
2024-02-04,Kallang,93,36,20,40
2024-02-04,Marine Parade,90,24,22,49
2024-02-04,Pasir Ris,106,38,30,67
2024-02-04,Punggol,175,66,57,111
2024-02-04,Queenstown,122,49,22,69
2024-02-04,Sembawang,155,71,35,135
2024-02-04,Sengkang,133,30,41,87
2024-02-04,Tampines,148,52,39,112
2024-02-04,Toa Payoh,147,37,11,93
2024-02-04,Woodlands,105,40,22,53
2024-02-04,Yishun,113,37,32,74
2024-02-05,Ang Mo Kio,139,40,37,98
2024-02-05,Bedok,251,75,75,106
2024-02-05,Bukit Batok,189,84,27,152
2024-02-05,Clementi,266,123,53,157
2024-02-05,Geylang,239,68,57,165
2024-02-05,Hougang,125,54,20,63
2024-02-05,Jurong,174,78,37,106
2024-02-05,Kallang,165,57,51,80
2024-02-05,Marine Parade,237,94,52,113
2024-02-05,Pasir Ris,142,46,34,93
2024-02-05,Punggol,184,69,45,119
2024-02-05,Queenstown,232,60,54,167
2024-02-05,Sembawang,134,54,32,72
2024-02-05,Sengkang,279,112,90,167
2024-02-05,Tampines,223,76,49,142
2024-02-05,Toa Payoh,221,101,59,103
2024-02-05,Woodlands,159,77,24,100
2024-02-05,Yishun,194,94,52,103
2024-02-06,Ang Mo Kio,164,57,45,60
2024-02-06,Bedok,207,64,53,131
2024-02-06,Bukit Batok,116,43,29,70
2024-02-06,Clementi,193,53,37,89
2024-02-06,Geylang,227,88,56,97
2024-02-06,Hougang,198,91,31,108
2024-02-06,Jurong,121,43,24,77
2024-02-06,Kallang,208,110,51,131
2024-02-06,Marine Parade,172,49,50,124
2024-02-06,Pasir Ris,235,97,47,167
2024-02-06,Punggol,228,137,43,156
2024-02-06,Queenstown,227,83,72,145
2024-02-06,Sembawang,153,59,30,84
2024-02-06,Sengkang,235,117,61,123
2024-02-06,Tampines,219,103,33,133
2024-02-06,Toa Payoh,190,94,51,123
2024-02-06,Woodlands,175,70,52,103
2024-02-06,Yishun,208,51,51,82
2024-02-07,Ang Mo Kio,174,70,50,87
2024-02-07,Bedok,218,119,47,97
2024-02-07,Bukit Batok,214,60,44,148
2024-02-07,Clementi,293,87,62,162
2024-02-07,Geylang,172,102,38,96
2024-02-07,Hougang,280,128,83,142
2024-02-07,Jurong,173,51,50,124
2024-02-07,Kallang,170,61,39,75
2024-02-07,Marine Parade,166,79,34,101
2024-02-07,Pasir Ris,134,51,29,64
2024-02-07,Punggol,239,115,48,138
2024-02-07,Queenstown,202,44,36,147
2024-02-07,Sembawang,146,76,26,97
2024-02-07,Sengkang,184,70,63,87
2024-02-07,Tampines,229,104,95,112
2024-02-07,Toa Payoh,168,80,40,93
2024-02-07,Woodlands,247,92,50,166
2024-02-07,Yishun,218,80,50,110
2024-02-08,Ang Mo Kio,236,85,49,111
2024-02-08,Bedok,219,76,32,105
2024-02-08,Bukit Batok,188,71,44,105
2024-02-08,Clementi,126,39,38,88
2024-02-08,Geylang,228,102,67,111
2024-02-08,Hougang,201,57,39,127
2024-02-08,Jurong,247,94,82,153
2024-02-08,Kallang,161,46,48,98
2024-02-08,Marine Parade,233,31,61,127
2024-02-08,Pasir Ris,130,51,39,107
2024-02-08,Punggol,212,69,44,147
2024-02-08,Queenstown,150,69,39,92
2024-02-08,Sembawang,121,44,21,65
2024-02-08,Sengkang,245,128,63,133
2024-02-08,Tampines,279,95,53,186
2024-02-08,Toa Payoh,222,76,56,143
2024-02-08,Woodlands,210,93,47,137
2024-02-08,Yishun,200,70,47,118
2024-02-09,Ang Mo Kio,127,42,32,59
2024-02-09,Bedok,169,107,32,94
2024-02-09,Bukit Batok,158,61,33,90
2024-02-09,Clementi,164,82,41,81
2024-02-09,Geylang,242,73,41,145
2024-02-09,Hougang,295,64,54,199
2024-02-09,Jurong,167,77,34,102
2024-02-09,Kallang,287,80,86,191
2024-02-09,Marine Parade,125,56,31,76
2024-02-09,Pasir Ris,216,78,54,134
2024-02-09,Punggol,237,58,74,114
2024-02-09,Queenstown,238,97,44,155
2024-02-09,Sembawang,152,77,32,68
2024-02-09,Sengkang,276,115,80,142
2024-02-09,Tampines,105,59,26,68
2024-02-09,Toa Payoh,232,85,60,176
2024-02-09,Woodlands,198,97,29,141
2024-02-09,Yishun,123,61,33,72
2024-02-10,Ang Mo Kio,136,50,28,78
2024-02-10,Bedok,217,115,44,136
2024-02-10,Bukit Batok,143,55,28,92
2024-02-10,Clementi,169,53,58,127
2024-02-10,Geylang,159,44,42,99
2024-02-10,Hougang,157,87,37,126
2024-02-10,Jurong,154,57,56,105
2024-02-10,Kallang,124,50,34,72
2024-02-10,Marine Parade,144,45,23,87
2024-02-10,Pasir Ris,144,65,31,67
2024-02-10,Punggol,106,53,22,58
2024-02-10,Queenstown,129,43,27,66
2024-02-10,Sembawang,189,88,59,140
2024-02-10,Sengkang,57,24,12,40
2024-02-10,Tampines,114,33,20,64
2024-02-10,Toa Payoh,172,73,32,140
2024-02-10,Woodlands,162,77,50,70
2024-02-10,Yishun,108,52,22,61
2024-02-11,Ang Mo Kio,137,37,31,94
2024-02-11,Bedok,165,84,49,105
2024-02-11,Bukit Batok,151,64,33,75
2024-02-11,Clementi,115,42,24,73
2024-02-11,Geylang,147,63,39,105
2024-02-11,Hougang,139,69,38,99
2024-02-11,Jurong,196,89,50,119
2024-02-11,Kallang,123,43,36,61
2024-02-11,Marine Parade,196,75,77,104
2024-02-11,Pasir Ris,148,53,31,104
2024-02-11,Punggol,101,33,28,68
2024-02-11,Queenstown,91,41,23,46
2024-02-11,Sembawang,112,22,37,78
2024-02-11,Sengkang,94,45,20,64
2024-02-11,Tampines,122,44,28,65
2024-02-11,Toa Payoh,188,92,48,132
2024-02-11,Woodlands,83,23,22,55
2024-02-11,Yishun,149,31,29,95
2024-02-12,Ang Mo Kio,321,167,105,203
2024-02-12,Bedok,216,64,64,128
2024-02-12,Bukit Batok,234,94,61,138
2024-02-12,Clementi,211,105,39,95
2024-02-12,Geylang,221,120,73,105
2024-02-12,Hougang,179,45,39,127
2024-02-12,Jurong,199,72,55,103
2024-02-12,Kallang,279,111,64,183
2024-02-12,Marine Parade,246,137,58,174
2024-02-12,Pasir Ris,205,69,43,100
2024-02-12,Punggol,162,82,46,77
2024-02-12,Queenstown,112,32,23,63
2024-02-12,Sembawang,258,89,86,111
2024-02-12,Sengkang,182,87,53,103
2024-02-12,Tampines,250,120,53,157
2024-02-12,Toa Payoh,235,79,78,121
2024-02-12,Woodlands,207,56,52,102
2024-02-12,Yishun,185,44,53,117
2024-02-13,Ang Mo Kio,254,92,77,153
2024-02-13,Bedok,205,125,46,148
2024-02-13,Bukit Batok,223,76,41,110
2024-02-13,Clementi,256,146,65,157
2024-02-13,Geylang,238,96,72,149
2024-02-13,Hougang,206,67,41,58
2024-02-13,Jurong,261,100,60,105
2024-02-13,Kallang,167,53,35,105
2024-02-13,Marine Parade,206,54,38,96
2024-02-13,Pasir Ris,290,159,60,116
2024-02-13,Punggol,206,83,54,138
2024-02-13,Queenstown,222,64,58,152
2024-02-13,Sembawang,163,70,36,130
2024-02-13,Sengkang,133,68,22,103
2024-02-13,Tampines,142,59,23,66
2024-02-13,Toa Payoh,244,122,63,164
2024-02-13,Woodlands,252,83,45,150
2024-02-13,Yishun,171,75,47,90
2024-02-14,Ang Mo Kio,235,109,67,131
2024-02-14,Bedok,238,107,67,182
2024-02-14,Bukit Batok,216,73,42,153
2024-02-14,Clementi,217,123,32,149
2024-02-14,Geylang,186,67,39,128
2024-02-14,Hougang,230,65,59,154
2024-02-14,Jurong,208,106,48,77
2024-02-14,Kallang,209,87,55,148
2024-02-14,Marine Parade,102,38,20,48
2024-02-14,Pasir Ris,196,92,51,104
2024-02-14,Punggol,192,94,54,104
2024-02-14,Queenstown,169,38,38,72
2024-02-14,Sembawang,303,95,92,236
2024-02-14,Sengkang,210,81,38,115
2024-02-14,Tampines,280,121,70,204
2024-02-14,Toa Payoh,234,90,61,122
2024-02-14,Woodlands,171,64,47,81
2024-02-14,Yishun,203,73,41,113
2024-02-15,Ang Mo Kio,83,26,16,47
2024-02-15,Bedok,86,36,25,50
2024-02-15,Bukit Batok,224,78,38,134
2024-02-15,Clementi,234,62,53,134
2024-02-15,Geylang,342,144,52,131
2024-02-15,Hougang,236,153,55,133
2024-02-15,Jurong,221,70,27,155
2024-02-15,Kallang,169,85,35,103
2024-02-15,Marine Parade,242,122,63,149
2024-02-15,Pasir Ris,230,102,42,108
2024-02-15,Punggol,94,44,21,64
2024-02-15,Queenstown,220,65,53,121
2024-02-15,Sembawang,169,83,63,120
2024-02-15,Sengkang,198,104,66,91
2024-02-15,Tampines,261,124,80,177
2024-02-15,Toa Payoh,188,113,50,104
2024-02-15,Woodlands,225,111,57,143
2024-02-15,Yishun,204,68,42,93
2024-02-16,Ang Mo Kio,275,103,21,175
2024-02-16,Bedok,218,46,45,111
2024-02-16,Bukit Batok,162,84,39,90
2024-02-16,Clementi,256,115,41,137
2024-02-16,Geylang,216,66,75,132
2024-02-16,Hougang,162,46,48,86
2024-02-16,Jurong,218,62,55,116
2024-02-16,Kallang,184,58,55,101
2024-02-16,Marine Parade,192,74,63,132
2024-02-16,Pasir Ris,239,57,51,171
2024-02-16,Punggol,141,57,27,70
2024-02-16,Queenstown,284,134,84,192
2024-02-16,Sembawang,193,63,44,112
2024-02-16,Sengkang,288,76,64,146
2024-02-16,Tampines,252,147,66,161
2024-02-16,Toa Payoh,204,90,58,131
2024-02-16,Woodlands,224,106,36,134
2024-02-16,Yishun,215,94,51,132
2024-02-17,Ang Mo Kio,114,25,34,55
2024-02-17,Bedok,134,43,44,79
2024-02-17,Bukit Batok,129,61,46,82
2024-02-17,Clementi,126,59,21,76
2024-02-17,Geylang,209,86,53,125
2024-02-17,Hougang,126,54,36,71
2024-02-17,Jurong,52,23,18,29
2024-02-17,Kallang,88,41,29,57
2024-02-17,Marine Parade,200,95,57,109
2024-02-17,Pasir Ris,149,59,36,85
2024-02-17,Punggol,147,39,42,75
2024-02-17,Queenstown,131,56,26,52
2024-02-17,Sembawang,126,32,35,61
2024-02-17,Sengkang,191,76,48,76
2024-02-17,Tampines,145,56,26,88
2024-02-17,Toa Payoh,126,47,31,69
2024-02-17,Woodlands,148,57,40,80
2024-02-17,Yishun,102,33,32,70
2024-02-18,Ang Mo Kio,182,96,41,114
2024-02-18,Bedok,142,66,33,86
2024-02-18,Bukit Batok,142,64,40,86
2024-02-18,Clementi,144,60,47,61
2024-02-18,Geylang,106,49,27,66
2024-02-18,Hougang,163,68,36,108
2024-02-18,Jurong,140,49,39,93
2024-02-18,Kallang,147,84,46,102
2024-02-18,Marine Parade,229,88,51,157
2024-02-18,Pasir Ris,131,52,26,86
2024-02-18,Punggol,88,34,21,48
2024-02-18,Queenstown,78,17,16,51
2024-02-18,Sembawang,150,59,30,95
2024-02-18,Sengkang,77,12,18,41
2024-02-18,Tampines,175,72,58,95
2024-02-18,Toa Payoh,157,58,50,90
2024-02-18,Woodlands,169,49,38,99
2024-02-18,Yishun,184,33,42,103
2024-02-19,Ang Mo Kio,96,33,16,35
2024-02-19,Bedok,186,68,44,116
2024-02-19,Bukit Batok,156,90,38,113
2024-02-19,Clementi,116,36,32,66
2024-02-19,Geylang,146,31,41,97
2024-02-19,Hougang,212,74,41,126
2024-02-19,Jurong,134,43,41,55
2024-02-19,Kallang,233,128,67,149
2024-02-19,Marine Parade,176,59,24,106
2024-02-19,Pasir Ris,179,59,44,108
2024-02-19,Punggol,168,94,48,115
2024-02-19,Queenstown,194,87,39,129
2024-02-19,Sembawang,189,56,47,107
2024-02-19,Sengkang,316,140,103,225
2024-02-19,Tampines,201,71,32,103
2024-02-19,Toa Payoh,233,86,62,92
2024-02-19,Woodlands,222,113,35,141
2024-02-19,Yishun,267,151,60,181
2024-02-20,Ang Mo Kio,271,119,85,161
2024-02-20,Bedok,219,73,52,140
2024-02-20,Bukit Batok,165,62,47,132
2024-02-20,Clementi,97,57,22,67
2024-02-20,Geylang,258,143,55,148
2024-02-20,Hougang,197,71,62,116
2024-02-20,Jurong,119,40,20,68
2024-02-20,Kallang,233,77,53,133
2024-02-20,Marine Parade,207,93,60,170
2024-02-20,Pasir Ris,206,97,35,115
2024-02-20,Punggol,186,55,41,109
2024-02-20,Queenstown,174,114,47,139
2024-02-20,Sembawang,274,92,69,152
2024-02-20,Sengkang,191,57,43,121
2024-02-20,Tampines,216,91,53,148
2024-02-20,Toa Payoh,187,100,29,124
2024-02-20,Woodlands,224,74,52,144
2024-02-20,Yishun,245,55,68,135
2024-02-21,Ang Mo Kio,256,55,95,130
2024-02-21,Bedok,271,106,56,169
2024-02-21,Bukit Batok,251,61,71,150
2024-02-21,Clementi,228,91,50,111
2024-02-21,Geylang,233,108,65,149
2024-02-21,Hougang,247,133,38,90
2024-02-21,Jurong,285,75,55,162
2024-02-21,Kallang,117,42,23,67
2024-02-21,Marine Parade,213,77,49,133
2024-02-21,Pasir Ris,252,141,60,197
2024-02-21,Punggol,243,67,45,131
2024-02-21,Queenstown,272,95,42,156
2024-02-21,Sembawang,100,29,22,61
